Layers,Units,Activation,Optimizer,Learning Rate,Accuracy,Val Accuracy
1,640,softmax,adamax,0.01,0.7381258010864258,0.7487179636955261
1,640,softmax,adamax,0.1,0.5840821862220764,0.5743589997291565
1,640,softmax,adamax,1.0,0.5853658318519592,0.5743589997291565
1,640,softmax,adagrad,0.0001,0.5840821862220764,0.5743589997291565
1,640,softmax,adagrad,0.001,0.3260590434074402,0.3641025722026825
1,640,softmax,adagrad,0.01,0.5840821862220764,0.5743589997291565
1,640,softmax,adagrad,0.1,0.5840821862220764,0.5743589997291565
1,640,softmax,adagrad,1.0,0.5840821862220764,0.5743589997291565
1,640,softmax,nadam,0.0001,0.6752246618270874,0.7025641202926636
1,640,softmax,nadam,0.001,0.8100128173828125,0.7897436022758484
1,640,softmax,nadam,0.01,0.5840821862220764,0.5743589997291565
1,640,softmax,nadam,0.1,0.5840821862220764,0.5743589997291565
1,640,softmax,nadam,1.0,0.5840821862220764,0.5743589997291565
1,640,softmax,ftrl,0.0001,0.5840821862220764,0.5743589997291565
1,640,softmax,ftrl,0.001,0.5840821862220764,0.5743589997291565
1,640,softmax,ftrl,0.01,0.5840821862220764,0.5743589997291565
1,640,softmax,ftrl,0.1,0.5840821862220764,0.5743589997291565
1,640,softmax,ftrl,1.0,0.5840821862220764,0.5743589997291565
1,640,softplus,sgd,0.0001,0.7881900072097778,0.764102578163147
1,640,softplus,sgd,0.001,0.817715048789978,0.7743589878082275
1,640,softplus,sgd,0.01,0.7894737124443054,0.7794871926307678
1,640,softplus,sgd,0.1,0.5917843580245972,0.7076923251152039
1,640,softplus,sgd,1.0,0.5879332423210144,0.5743589997291565
1,640,softplus,rmsprop,0.0001,0.8087291121482849,0.7743589878082275
1,640,softplus,rmsprop,0.001,0.8074454665184021,0.7948718070983887
1,640,softplus,rmsprop,0.01,0.7856225967407227,0.7794871926307678
1,640,softplus,rmsprop,0.1,0.5943517088890076,0.620512843132019
1,640,softplus,rmsprop,1.0,0.5763799548149109,0.5743589997291565
1,640,softplus,adam,0.0001,0.8292682766914368,0.7794871926307678
1,640,softplus,adam,0.001,0.8228498101234436,0.8051282167434692
1,640,softplus,adam,0.01,0.8228498101234436,0.8205128312110901
1,640,softplus,adam,0.1,0.5840821862220764,0.5743589997291565
1,640,softplus,adam,1.0,0.5840821862220764,0.5743589997291565
1,640,softplus,adadelta,0.0001,0.4287548065185547,0.3589743673801422
1,640,softplus,adadelta,0.001,0.7047497034072876,0.7179487347602844
1,640,softplus,adadelta,0.01,0.8010269403457642,0.7692307829856873
1,640,softplus,adadelta,0.1,0.8125802278518677,0.7846153974533081
1,640,softplus,adadelta,1.0,0.8112965226173401,0.800000011920929
1,640,softplus,adamax,0.0001,0.8112965226173401,0.7692307829856873
1,640,softplus,adamax,0.001,0.8267009258270264,0.7948718070983887
1,640,softplus,adamax,0.01,0.8254172205924988,0.800000011920929
1,640,softplus,adamax,0.1,0.7792041301727295,0.7846153974533081
1,640,softplus,adamax,1.0,0.5840821862220764,0.5743589997291565
1,640,softplus,adagrad,0.0001,0.7355583906173706,0.7384615540504456
1,640,softplus,adagrad,0.001,0.8125802278518677,0.7743589878082275
1,640,softplus,adagrad,0.01,0.8151476383209229,0.7846153974533081
1,640,softplus,adagrad,0.1,0.817715048789978,0.7743589878082275
1,640,softplus,adagrad,1.0,0.5853658318519592,0.5743589997291565
1,640,softplus,nadam,0.0001,0.8305519819259644,0.7794871926307678
1,640,softplus,nadam,0.001,0.8254172205924988,0.8051282167434692
1,640,softplus,nadam,0.01,0.821566104888916,0.8051282167434692
1,640,softplus,nadam,0.1,0.7214377522468567,0.7794871926307678
1,640,softplus,nadam,1.0,0.5840821862220764,0.5743589997291565
1,640,softplus,ftrl,0.0001,0.6148908734321594,0.6307692527770996
1,640,softplus,ftrl,0.001,0.7869063019752502,0.7692307829856873
1,640,softplus,ftrl,0.01,0.8279845714569092,0.7948718070983887
1,640,softplus,ftrl,0.1,0.8010269403457642,0.7897436022758484
1,640,softplus,ftrl,1.0,0.5840821862220764,0.5743589997291565
1,640,softsign,sgd,0.0001,0.7291399240493774,0.7333333492279053
1,640,softsign,sgd,0.001,0.8061617612838745,0.7846153974533081
1,640,softsign,sgd,0.01,0.7907573580741882,0.7846153974533081
1,640,softsign,sgd,0.1,0.6059049963951111,0.7435897588729858
1,640,softsign,sgd,1.0,0.4980744421482086,0.5743589997291565
1,640,softsign,rmsprop,0.0001,0.8279845714569092,0.7794871926307678
1,640,softsign,rmsprop,0.001,0.7933247685432434,0.8051282167434692
1,640,softsign,rmsprop,0.01,0.6854942440986633,0.7589743733406067
1,640,softsign,rmsprop,0.1,0.6020539402961731,0.7589743733406067
1,640,softsign,rmsprop,1.0,0.6071887016296387,0.7384615540504456
1,640,softsign,adam,0.0001,0.8267009258270264,0.7794871926307678
1,640,softsign,adam,0.001,0.821566104888916,0.8051282167434692
1,640,softsign,adam,0.01,0.8061617612838745,0.800000011920929
1,640,softsign,adam,0.1,0.4993581473827362,0.6512820720672607
1,640,softsign,adam,1.0,0.501925528049469,0.5743589997291565
1,640,softsign,adadelta,0.0001,0.5840821862220764,0.5743589997291565
1,640,softsign,adadelta,0.001,0.7008985877037048,0.7076923251152039
1,640,softsign,adadelta,0.01,0.7817714810371399,0.764102578163147
1,640,softsign,adadelta,0.1,0.8279845714569092,0.7846153974533081
1,640,softsign,adadelta,1.0,0.8023106455802917,0.7948718070983887
1,640,softsign,adamax,0.0001,0.8048780560493469,0.7692307829856873
1,640,softsign,adamax,0.001,0.8344030976295471,0.8051282167434692
1,640,softsign,adamax,0.01,0.8254172205924988,0.8051282167434692
1,640,softsign,adamax,0.1,0.7214377522468567,0.7435897588729858
1,640,softsign,adamax,1.0,0.5840821862220764,0.7230769395828247
1,640,softsign,adagrad,0.0001,0.7368420958518982,0.7384615540504456
1,640,softsign,adagrad,0.001,0.8087291121482849,0.7692307829856873
1,640,softsign,adagrad,0.01,0.8279845714569092,0.7948718070983887
1,640,softsign,adagrad,0.1,0.7766367197036743,0.7692307829856873
1,640,softsign,adagrad,1.0,0.5109114050865173,0.6974359154701233
1,640,softsign,nadam,0.0001,0.8292682766914368,0.7846153974533081
1,640,softsign,nadam,0.001,0.8395378589630127,0.8102564215660095
1,640,softsign,nadam,0.01,0.7792041301727295,0.7794871926307678
1,640,softsign,nadam,0.1,0.5083440542221069,0.5743589997291565
1,640,softsign,nadam,1.0,0.5006418228149414,0.6051282286643982
1,640,softsign,ftrl,0.0001,0.5840821862220764,0.5743589997291565
1,640,softsign,ftrl,0.001,0.7753530144691467,0.7743589878082275
1,640,softsign,ftrl,0.01,0.8087291121482849,0.7743589878082275
1,640,softsign,ftrl,0.1,0.767650842666626,0.7743589878082275
1,640,softsign,ftrl,1.0,0.5006418228149414,0.5743589997291565
1,640,tanh,sgd,0.0001,0.7753530144691467,0.7538461685180664
1,640,tanh,sgd,0.001,0.8061617612838745,0.7743589878082275
1,640,tanh,sgd,0.01,0.771501898765564,0.7794871926307678
1,640,tanh,sgd,0.1,0.5109114050865173,0.5743589997291565
1,640,tanh,sgd,1.0,0.5032092332839966,0.5743589997291565
1,640,tanh,rmsprop,0.0001,0.8279845714569092,0.7897436022758484
1,640,tanh,rmsprop,0.001,0.8035943508148193,0.800000011920929
1,640,tanh,rmsprop,0.01,0.5802310705184937,0.7128205299377441
1,640,tanh,rmsprop,0.1,0.492939680814743,0.5743589997291565
1,640,tanh,rmsprop,1.0,0.4775353074073791,0.5743589997291565
1,640,tanh,adam,0.0001,0.8344030976295471,0.7846153974533081
1,640,tanh,adam,0.001,0.8267009258270264,0.8205128312110901
1,640,tanh,adam,0.01,0.6636713743209839,0.7384615540504456
1,640,tanh,adam,0.1,0.5083440542221069,0.5743589997291565
1,640,tanh,adam,1.0,0.4942233562469482,0.5743589997291565
1,640,tanh,adadelta,0.0001,0.0885750949382782,0.0615384615957737
1,640,tanh,adadelta,0.001,0.676508367061615,0.7179487347602844
1,640,tanh,adadelta,0.01,0.7971758842468262,0.764102578163147
1,640,tanh,adadelta,0.1,0.8318356871604919,0.7846153974533081
1,640,tanh,adadelta,1.0,0.7958921790122986,0.7897436022758484
1,640,tanh,adamax,0.0001,0.8202823996543884,0.7743589878082275
1,640,tanh,adamax,0.001,0.8382541537284851,0.8051282167434692
1,640,tanh,adamax,0.01,0.8125802278518677,0.7948718070983887
1,640,tanh,adamax,0.1,0.5301668643951416,0.5743589997291565
1,640,tanh,adamax,1.0,0.5173299312591553,0.5743589997291565
1,640,tanh,adagrad,0.0001,0.7368420958518982,0.7435897588729858
1,640,tanh,adagrad,0.001,0.8125802278518677,0.764102578163147
1,640,tanh,adagrad,0.01,0.8241335153579712,0.800000011920929
1,640,tanh,adagrad,0.1,0.5712451934814453,0.5743589997291565
1,640,tanh,adagrad,1.0,0.4993581473827362,0.5743589997291565
1,640,tanh,nadam,0.0001,0.8344030976295471,0.7897436022758484
1,640,tanh,nadam,0.001,0.8318356871604919,0.8205128312110901
1,640,tanh,nadam,0.01,0.7894737124443054,0.7692307829856873
1,640,tanh,nadam,0.1,0.4916559755802154,0.5743589997291565
1,640,tanh,nadam,1.0,0.501925528049469,0.5743589997291565
1,640,tanh,ftrl,0.0001,0.6752246618270874,0.692307710647583
1,640,tanh,ftrl,0.001,0.7920410633087158,0.764102578163147
1,640,tanh,ftrl,0.01,0.817715048789978,0.7846153974533081
1,640,tanh,ftrl,0.1,0.5673940777778625,0.5743589997291565
1,640,tanh,ftrl,1.0,0.492939680814743,0.5743589997291565
1,640,elu,sgd,0.0001,0.8048780560493469,0.764102578163147
1,640,elu,sgd,0.001,0.8189986944198608,0.7897436022758484
1,640,elu,sgd,0.01,0.7779204249382019,0.7743589878082275
1,640,elu,sgd,0.1,0.4980744421482086,0.5743589997291565
1,640,elu,sgd,1.0,0.5237483978271484,0.5743589997291565
1,640,elu,rmsprop,0.0001,0.8228498101234436,0.7897436022758484
1,640,elu,rmsprop,0.001,0.7958921790122986,0.800000011920929
1,640,elu,rmsprop,0.01,0.7137355804443359,0.7692307829856873
1,640,elu,rmsprop,0.1,0.6251604557037354,0.7794871926307678
1,640,elu,rmsprop,1.0,0.4865211844444275,0.5743589997291565
1,640,elu,adam,0.0001,0.8344030976295471,0.7897436022758484
1,640,elu,adam,0.001,0.8292682766914368,0.8153846263885498
1,640,elu,adam,0.01,0.821566104888916,0.8051282167434692
1,640,elu,adam,0.1,0.4980744421482086,0.5743589997291565
1,640,elu,adam,1.0,0.492939680814743,0.5743589997291565
1,640,elu,adadelta,0.0001,0.0885750949382782,0.0615384615957737
1,640,elu,adadelta,0.001,0.70346599817276,0.7025641202926636
1,640,elu,adadelta,0.01,0.8074454665184021,0.7692307829856873
1,640,elu,adadelta,0.1,0.8125802278518677,0.7846153974533081
1,640,elu,adadelta,1.0,0.8138639330863953,0.8051282167434692
1,640,elu,adamax,0.0001,0.8228498101234436,0.7743589878082275
1,640,elu,adamax,0.001,0.8267009258270264,0.7948718070983887
1,640,elu,adamax,0.01,0.8151476383209229,0.8051282167434692
1,640,elu,adamax,0.1,0.7958921790122986,0.8051282167434692
1,640,elu,adamax,1.0,0.5173299312591553,0.5743589997291565
1,640,elu,adagrad,0.0001,0.7625160217285156,0.7487179636955261
1,640,elu,adagrad,0.001,0.817715048789978,0.7743589878082275
1,640,elu,adagrad,0.01,0.8189986944198608,0.7897436022758484
1,640,elu,adagrad,0.1,0.8138639330863953,0.800000011920929
1,640,elu,adagrad,1.0,0.730423629283905,0.7794871926307678
1,640,elu,nadam,0.0001,0.8292682766914368,0.7897436022758484
1,640,elu,nadam,0.001,0.8241335153579712,0.8051282167434692
1,640,elu,nadam,0.01,0.8151476383209229,0.8153846263885498
1,640,elu,nadam,0.1,0.5044929385185242,0.5743589997291565
1,640,elu,nadam,1.0,0.501925528049469,0.5743589997291565
1,640,elu,ftrl,0.0001,0.6854942440986633,0.7076923251152039
1,640,elu,ftrl,0.001,0.7907573580741882,0.7538461685180664
1,640,elu,ftrl,0.01,0.8189986944198608,0.7897436022758484
1,640,elu,ftrl,0.1,0.7920410633087158,0.7846153974533081
1,640,elu,ftrl,1.0,0.4993581473827362,0.5743589997291565
1,640,selu,sgd,0.0001,0.7894737124443054,0.7538461685180664
1,640,selu,sgd,0.001,0.8202823996543884,0.7897436022758484
1,640,selu,sgd,0.01,0.7317073345184326,0.7743589878082275
1,640,selu,sgd,0.1,0.4967907667160034,0.5743589997291565
1,640,selu,sgd,1.0,0.5840821862220764,0.5743589997291565
1,640,selu,rmsprop,0.0001,0.8189986944198608,0.7897436022758484
1,640,selu,rmsprop,0.001,0.7843388915061951,0.7948718070983887
1,640,selu,rmsprop,0.01,0.680359423160553,0.7743589878082275
1,640,selu,rmsprop,0.1,0.653401792049408,0.7794871926307678
1,640,selu,rmsprop,1.0,0.4903722703456878,0.5743589997291565
1,640,selu,adam,0.0001,0.8292682766914368,0.7948718070983887
1,640,selu,adam,0.001,0.8279845714569092,0.8051282167434692
1,640,selu,adam,0.01,0.7971758842468262,0.800000011920929
1,640,selu,adam,0.1,0.5057766437530518,0.5743589997291565
1,640,selu,adam,1.0,0.5109114050865173,0.5743589997291565
1,640,selu,adadelta,0.0001,0.5789473652839661,0.5692307949066162
1,640,selu,adadelta,0.001,0.616174578666687,0.6666666865348816
1,640,selu,adadelta,0.01,0.8035943508148193,0.7743589878082275
1,640,selu,adadelta,0.1,0.8202823996543884,0.7794871926307678
1,640,selu,adadelta,1.0,0.7907573580741882,0.800000011920929
1,640,selu,adamax,0.0001,0.8241335153579712,0.7794871926307678
1,640,selu,adamax,0.001,0.8318356871604919,0.8051282167434692
1,640,selu,adamax,0.01,0.8125802278518677,0.800000011920929
1,640,selu,adamax,0.1,0.771501898765564,0.800000011920929
1,640,selu,adamax,1.0,0.4955070614814758,0.5743589997291565
1,640,selu,adagrad,0.0001,0.7625160217285156,0.7435897588729858
1,640,selu,adagrad,0.001,0.821566104888916,0.7794871926307678
1,640,selu,adagrad,0.01,0.8279845714569092,0.8051282167434692
1,640,selu,adagrad,0.1,0.7958921790122986,0.800000011920929
1,640,selu,adagrad,1.0,0.6893453001976013,0.7743589878082275
1,640,selu,nadam,0.0001,0.8267009258270264,0.7897436022758484
1,640,selu,nadam,0.001,0.8267009258270264,0.800000011920929
1,640,selu,nadam,0.01,0.7907573580741882,0.8051282167434692
1,640,selu,nadam,0.1,0.4903722703456878,0.5743589997291565
1,640,selu,nadam,1.0,0.492939680814743,0.5743589997291565
1,640,selu,ftrl,0.0001,0.7175866365432739,0.7384615540504456
1,640,selu,ftrl,0.001,0.8035943508148193,0.7692307829856873
1,640,selu,ftrl,0.01,0.8254172205924988,0.7846153974533081
1,640,selu,ftrl,0.1,0.7804877758026123,0.8102564215660095
1,640,selu,ftrl,1.0,0.734274685382843,0.7743589878082275
1,640,exponential,sgd,0.0001,0.0423620007932186,0.0
1,640,exponential,sgd,0.001,0.0218228492885828,0.0
1,640,exponential,sgd,0.01,0.0231065470725297,0.0
1,640,exponential,sgd,0.1,0.0218228492885828,0.0
1,640,exponential,sgd,1.0,0.0089858788996934,0.0
1,640,exponential,rmsprop,0.0001,0.7920410633087158,0.7794871926307678
1,640,exponential,rmsprop,0.001,0.8074454665184021,0.8051282167434692
1,640,exponential,rmsprop,0.01,0.7086007595062256,0.7179487347602844
1,640,exponential,rmsprop,0.1,0.0154043650254607,0.0
1,640,exponential,rmsprop,1.0,0.001283697085455,0.0
1,640,exponential,adam,0.0001,0.8010269403457642,0.7948718070983887
1,640,exponential,adam,0.001,0.7843388915061951,0.764102578163147
1,640,exponential,adam,0.01,0.6816431283950806,0.6820513010025024
1,640,exponential,adam,0.1,0.0436456985771656,0.0
1,640,exponential,adam,1.0,0.0141206672415137,0.0
1,640,exponential,adadelta,0.0001,0.4646983444690704,0.4307692348957062
1,640,exponential,adadelta,0.001,0.6816431283950806,0.6666666865348816
1,640,exponential,adadelta,0.01,0.7689345479011536,0.7487179636955261
1,640,exponential,adadelta,0.1,0.7881900072097778,0.7897436022758484
1,640,exponential,adadelta,1.0,0.767650842666626,0.8256410360336304
1,640,exponential,adamax,0.0001,0.7612323760986328,0.7230769395828247
1,640,exponential,adamax,0.001,0.7663671374320984,0.7794871926307678
1,640,exponential,adamax,0.01,0.7804877758026123,0.7743589878082275
1,640,exponential,adamax,0.1,0.6007702350616455,0.7179487347602844
1,640,exponential,adamax,1.0,0.0166880618780851,0.0
1,640,exponential,adagrad,0.0001,0.4595635533332824,0.4153846204280853
1,640,exponential,adagrad,0.001,0.794608473777771,0.7692307829856873
1,640,exponential,adagrad,0.01,0.7663671374320984,0.7538461685180664
1,640,exponential,adagrad,0.1,0.1501925587654113,0.0
1,640,exponential,adagrad,1.0,0.0359435155987739,0.0
1,640,exponential,nadam,0.0001,0.8010269403457642,0.7846153974533081
1,640,exponential,nadam,0.001,0.7894737124443054,0.764102578163147
1,640,exponential,nadam,0.01,0.7637997269630432,0.7538461685180664
1,640,exponential,nadam,0.1,0.0474967919290065,0.0
1,640,exponential,nadam,1.0,0.0269576385617256,0.0
1,640,exponential,ftrl,0.0001,0.670089840888977,0.620512843132019
1,640,exponential,ftrl,0.001,0.7471116781234741,0.7230769395828247
1,640,exponential,ftrl,0.01,0.7650834321975708,0.7589743733406067
1,640,exponential,ftrl,0.1,0.0166880618780851,0.0
1,640,exponential,ftrl,1.0,0.0372272133827209,0.0
1,768,relu,sgd,0.0001,0.7933247685432434,0.7487179636955261
1,768,relu,sgd,0.001,0.8164313435554504,0.7794871926307678
1,768,relu,sgd,0.01,0.7689345479011536,0.7794871926307678
1,768,relu,sgd,0.1,0.5840821862220764,0.5743589997291565
1,768,relu,sgd,1.0,0.5840821862220764,0.5743589997291565
1,768,relu,rmsprop,0.0001,0.8087291121482849,0.7743589878082275
1,768,relu,rmsprop,0.001,0.8048780560493469,0.8051282167434692
1,768,relu,rmsprop,0.01,0.7753530144691467,0.800000011920929
1,768,relu,rmsprop,0.1,0.5840821862220764,0.6820513010025024
1,768,relu,rmsprop,1.0,0.5596919059753418,0.5794872045516968
1,768,relu,adam,0.0001,0.8267009258270264,0.7794871926307678
1,768,relu,adam,0.001,0.821566104888916,0.8051282167434692
1,768,relu,adam,0.01,0.8100128173828125,0.8051282167434692
1,768,relu,adam,0.1,0.5840821862220764,0.5743589997291565
1,768,relu,adam,1.0,0.5840821862220764,0.5743589997291565
1,768,relu,adadelta,0.0001,0.528883159160614,0.6000000238418579
1,768,relu,adadelta,0.001,0.6611039638519287,0.656410276889801
1,768,relu,adadelta,0.01,0.8023106455802917,0.7743589878082275
1,768,relu,adadelta,0.1,0.817715048789978,0.7846153974533081
1,768,relu,adadelta,1.0,0.7997432351112366,0.8051282167434692
1,768,relu,adamax,0.0001,0.8202823996543884,0.7794871926307678
1,768,relu,adamax,0.001,0.8279845714569092,0.800000011920929
1,768,relu,adamax,0.01,0.8164313435554504,0.8051282167434692
1,768,relu,adamax,0.1,0.8048780560493469,0.800000011920929
1,768,relu,adamax,1.0,0.5840821862220764,0.5743589997291565
1,768,relu,adagrad,0.0001,0.7419769167900085,0.7538461685180664
1,768,relu,adagrad,0.001,0.7997432351112366,0.7794871926307678
1,768,relu,adagrad,0.01,0.821566104888916,0.7846153974533081
1,768,relu,adagrad,0.1,0.8151476383209229,0.7897436022758484
1,768,relu,adagrad,1.0,0.5840821862220764,0.5743589997291565
1,768,relu,nadam,0.0001,0.8241335153579712,0.7743589878082275
1,768,relu,nadam,0.001,0.8241335153579712,0.8102564215660095
1,768,relu,nadam,0.01,0.8279845714569092,0.800000011920929
1,768,relu,nadam,0.1,0.5840821862220764,0.5743589997291565
1,768,relu,nadam,1.0,0.5840821862220764,0.5743589997291565
1,768,relu,ftrl,0.0001,0.6931964159011841,0.7128205299377441
1,768,relu,ftrl,0.001,0.7779204249382019,0.7589743733406067
1,768,relu,ftrl,0.01,0.8164313435554504,0.7846153974533081
1,768,relu,ftrl,0.1,0.8100128173828125,0.7948718070983887
1,768,relu,ftrl,1.0,0.5840821862220764,0.5743589997291565
1,768,sigmoid,sgd,0.0001,0.6829268336296082,0.728205144405365
1,768,sigmoid,sgd,0.001,0.7766367197036743,0.7692307829856873
1,768,sigmoid,sgd,0.01,0.7971758842468262,0.7794871926307678
1,768,sigmoid,sgd,0.1,0.5738126039505005,0.7333333492279053
1,768,sigmoid,sgd,1.0,0.4903722703456878,0.5743589997291565
1,768,sigmoid,rmsprop,0.0001,0.8112965226173401,0.7794871926307678
1,768,sigmoid,rmsprop,0.001,0.8010269403457642,0.7897436022758484
1,768,sigmoid,rmsprop,0.01,0.6816431283950806,0.7692307829856873
1,768,sigmoid,rmsprop,0.1,0.4839537739753723,0.5743589997291565
1,768,sigmoid,rmsprop,1.0,0.4852374792098999,0.5743589997291565
1,768,sigmoid,adam,0.0001,0.8164313435554504,0.7794871926307678
1,768,sigmoid,adam,0.001,0.8254172205924988,0.800000011920929
1,768,sigmoid,adam,0.01,0.8035943508148193,0.8102564215660095
1,768,sigmoid,adam,0.1,0.5237483978271484,0.5743589997291565
1,768,sigmoid,adam,1.0,0.4980744421482086,0.5743589997291565
1,768,sigmoid,adadelta,0.0001,0.6611039638519287,0.7179487347602844
1,768,sigmoid,adadelta,0.001,0.6880615949630737,0.728205144405365
1,768,sigmoid,adadelta,0.01,0.7637997269630432,0.7538461685180664
1,768,sigmoid,adadelta,0.1,0.817715048789978,0.7846153974533081
1,768,sigmoid,adadelta,1.0,0.8112965226173401,0.8051282167434692
1,768,sigmoid,adamax,0.0001,0.7997432351112366,0.7743589878082275
1,768,sigmoid,adamax,0.001,0.8228498101234436,0.7948718070983887
1,768,sigmoid,adamax,0.01,0.817715048789978,0.8051282167434692
1,768,sigmoid,adamax,0.1,0.5468549132347107,0.5743589997291565
1,768,sigmoid,adamax,1.0,0.4980744421482086,0.5743589997291565
1,768,sigmoid,adagrad,0.0001,0.6739409565925598,0.692307710647583
1,768,sigmoid,adagrad,0.001,0.7843388915061951,0.764102578163147
1,768,sigmoid,adagrad,0.01,0.817715048789978,0.7846153974533081
1,768,sigmoid,adagrad,0.1,0.7779204249382019,0.7794871926307678
1,768,sigmoid,adagrad,1.0,0.4955070614814758,0.5743589997291565
1,768,sigmoid,nadam,0.0001,0.8164313435554504,0.7692307829856873
1,768,sigmoid,nadam,0.001,0.8318356871604919,0.8051282167434692
1,768,sigmoid,nadam,0.01,0.8112965226173401,0.8153846263885498
1,768,sigmoid,nadam,0.1,0.4955070614814758,0.5743589997291565
1,768,sigmoid,nadam,1.0,0.4967907667160034,0.5743589997291565
1,768,sigmoid,ftrl,0.0001,0.5840821862220764,0.5743589997291565
1,768,sigmoid,ftrl,0.001,0.7188703417778015,0.728205144405365
1,768,sigmoid,ftrl,0.01,0.8138639330863953,0.7897436022758484
1,768,sigmoid,ftrl,0.1,0.7856225967407227,0.7692307829856873
1,768,sigmoid,ftrl,1.0,0.5109114050865173,0.5743589997291565
1,768,softmax,sgd,0.0001,0.5840821862220764,0.5743589997291565
1,768,softmax,sgd,0.001,0.5840821862220764,0.5743589997291565
1,768,softmax,sgd,0.01,0.5840821862220764,0.5743589997291565
1,768,softmax,sgd,0.1,0.5840821862220764,0.5743589997291565
1,768,softmax,sgd,1.0,0.5840821862220764,0.5743589997291565
1,768,softmax,rmsprop,0.0001,0.5840821862220764,0.5743589997291565
1,768,softmax,rmsprop,0.001,0.7227214574813843,0.7487179636955261
1,768,softmax,rmsprop,0.01,0.5840821862220764,0.5743589997291565
1,768,softmax,rmsprop,0.1,0.5840821862220764,0.5743589997291565
1,768,softmax,rmsprop,1.0,0.5468549132347107,0.5743589997291565
1,768,softmax,adam,0.0001,0.5840821862220764,0.5743589997291565
1,768,softmax,adam,0.001,0.7163029313087463,0.728205144405365
1,768,softmax,adam,0.01,0.5840821862220764,0.7179487347602844
1,768,softmax,adam,0.1,0.5866495370864868,0.5743589997291565
1,768,softmax,adam,1.0,0.5840821862220764,0.5743589997291565
1,768,softmax,adadelta,0.0001,0.3902438879013061,0.4051282107830047
1,768,softmax,adadelta,0.001,0.5879332423210144,0.5743589997291565
1,768,softmax,adadelta,0.01,0.6136071681976318,0.692307710647583
1,768,softmax,adadelta,0.1,0.6418485045433044,0.6153846383094788
1,768,softmax,adadelta,1.0,0.7381258010864258,0.764102578163147
1,768,softmax,adamax,0.0001,0.6187419891357422,0.656410276889801
1,768,softmax,adamax,0.001,0.7111681699752808,0.728205144405365
1,768,softmax,adamax,0.01,0.734274685382843,0.764102578163147
1,768,softmax,adamax,0.1,0.5840821862220764,0.5743589997291565
1,768,softmax,adamax,1.0,0.5840821862220764,0.5743589997291565
1,768,softmax,adagrad,0.0001,0.3427471220493316,0.3948718011379242
1,768,softmax,adagrad,0.001,0.5840821862220764,0.5743589997291565
1,768,softmax,adagrad,0.01,0.5840821862220764,0.5743589997291565
1,768,softmax,adagrad,0.1,0.5840821862220764,0.5743589997291565
1,768,softmax,adagrad,1.0,0.5840821862220764,0.5743589997291565
1,768,softmax,nadam,0.0001,0.6854942440986633,0.728205144405365
1,768,softmax,nadam,0.001,0.6546854972839355,0.7076923251152039
1,768,softmax,nadam,0.01,0.5840821862220764,0.5743589997291565
1,768,softmax,nadam,0.1,0.5840821862220764,0.5743589997291565
1,768,softmax,nadam,1.0,0.5827984809875488,0.5743589997291565
1,768,softmax,ftrl,0.0001,0.5840821862220764,0.5743589997291565
1,768,softmax,ftrl,0.001,0.5840821862220764,0.5743589997291565
1,768,softmax,ftrl,0.01,0.5840821862220764,0.5743589997291565
1,768,softmax,ftrl,0.1,0.5840821862220764,0.5743589997291565
1,768,softmax,ftrl,1.0,0.5840821862220764,0.5743589997291565
1,768,softplus,sgd,0.0001,0.7843388915061951,0.7589743733406067
1,768,softplus,sgd,0.001,0.8138639330863953,0.7794871926307678
1,768,softplus,sgd,0.01,0.8087291121482849,0.7897436022758484
1,768,softplus,sgd,0.1,0.5879332423210144,0.5743589997291565
1,768,softplus,sgd,1.0,0.5853658318519592,0.5743589997291565
1,768,softplus,rmsprop,0.0001,0.8087291121482849,0.7794871926307678
1,768,softplus,rmsprop,0.001,0.8100128173828125,0.800000011920929
1,768,softplus,rmsprop,0.01,0.7792041301727295,0.7794871926307678
1,768,softplus,rmsprop,0.1,0.5853658318519592,0.6051282286643982
1,768,softplus,rmsprop,1.0,0.5558408498764038,0.5743589997291565
1,768,softplus,adam,0.0001,0.8241335153579712,0.7846153974533081
1,768,softplus,adam,0.001,0.8241335153579712,0.800000011920929
1,768,softplus,adam,0.01,0.8035943508148193,0.800000011920929
1,768,softplus,adam,0.1,0.5840821862220764,0.5743589997291565
1,768,softplus,adam,1.0,0.5840821862220764,0.5743589997291565
1,768,softplus,adadelta,0.0001,0.1989730447530746,0.2307692319154739
1,768,softplus,adadelta,0.001,0.6983311772346497,0.692307710647583
1,768,softplus,adadelta,0.01,0.7997432351112366,0.7692307829856873
1,768,softplus,adadelta,0.1,0.8202823996543884,0.7794871926307678
1,768,softplus,adadelta,1.0,0.8112965226173401,0.7948718070983887
1,768,softplus,adamax,0.0001,0.821566104888916,0.7692307829856873
1,768,softplus,adamax,0.001,0.8292682766914368,0.7948718070983887
1,768,softplus,adamax,0.01,0.8202823996543884,0.7897436022758484
1,768,softplus,adamax,0.1,0.7612323760986328,0.7743589878082275
1,768,softplus,adamax,1.0,0.5840821862220764,0.5743589997291565
1,768,softplus,adagrad,0.0001,0.7471116781234741,0.7692307829856873
1,768,softplus,adagrad,0.001,0.8074454665184021,0.7692307829856873
1,768,softplus,adagrad,0.01,0.8202823996543884,0.7897436022758484
1,768,softplus,adagrad,0.1,0.8164313435554504,0.8051282167434692
1,768,softplus,adagrad,1.0,0.5853658318519592,0.5743589997291565
